test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
AT3G26030	AT3G26030	B'DELTA	3:9517312-9519559	GL_12h_control	HL_12h_treatment	OK	32.1816	20.8508	-0.626136	-2.77085	5e-05	0.000354903	yes
AT3G26040	AT3G26040	AT3G26040	3:9519740-9521070	GL_12h_control	HL_12h_treatment	OK	0.80844	0.814834	0.0113668	0.0211493	0.9688	0.984732	no
AT3G26050	AT3G26050	AT3G26050	3:9521781-9524552	GL_12h_control	HL_12h_treatment	OK	2.70847	1.87286	-0.532236	-1.6264	0.02215	0.0706906	no
AT3G26060	AT3G26060	PRXQ	3:9524724-9526407	GL_12h_control	HL_12h_treatment	OK	481.307	714.024	0.569015	2.28092	0.00125	0.00633547	yes
AT3G26070	AT3G26070	PAP4	3:9526713-9528583	GL_12h_control	HL_12h_treatment	OK	121.526	149.003	0.294076	1.29569	0.0684	0.171824	no
AT3G26080	AT3G26080	PAP5	3:9528773-9530496	GL_12h_control	HL_12h_treatment	OK	16.249	22.9545	0.49842	2.02826	0.0042	0.0178765	yes
AT3G26085	AT3G26085	AT3G26085	3:9530594-9532613	GL_12h_control	HL_12h_treatment	OK	37.9966	36.1181	-0.0731484	-0.312689	0.65	0.799336	no
AT3G26090	AT3G26090	RGS1	3:9532747-9535629	GL_12h_control	HL_12h_treatment	OK	10.0991	11.6345	0.204175	0.839893	0.2326	0.421136	no
AT3G26100	AT3G26100	AT3G26100	3:9536922-9540453	GL_12h_control	HL_12h_treatment	OK	24.2597	20.8337	-0.219642	-0.971499	0.16715	0.333388	no
AT3G26115	AT3G26115	AT3G26115	3:9542277-9544377	GL_12h_control	HL_12h_treatment	OK	3.96631	3.64893	-0.120322	-0.380619	0.58685	0.753195	no
AT3G26120	AT3G26120	TEL1	3:9546397-9549453	GL_12h_control	HL_12h_treatment	NOTEST	0.0919745	0.149952	0.705198	0	1	1	no
AT3G26125	AT3G26125	CYP86C2	3:9551811-9553437	GL_12h_control	HL_12h_treatment	OK	1.22615	1.14769	-0.0954059	-0.221328	0.7467	0.86467	no
AT3G26130	AT3G26130	AT3G26130	3:9553707-9555611	GL_12h_control	HL_12h_treatment	OK	0.574766	0.546023	-0.0740147	-0.13161	0.8517	0.926243	no
AT3G26134	AT3G26134	AT3G26134	3:9557435-9557799	GL_12h_control	HL_12h_treatment	OK	0.710286	1.85033	1.38131	1.2308	0.09625	0.222102	no
AT3G26140	AT3G26140	AT3G26140	3:9559681-9563070	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT3G26147	AT3G26147	AT3G26147	3:9565082-9565250	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT3G26150	AT3G26150	CYP71B16	3:9565626-9567226	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT3G26160	AT3G26160	CYP71B17	3:9568279-9569886	GL_12h_control	HL_12h_treatment	NOTEST	0.0574598	0.0134911	-2.09055	0	1	1	no
AT3G26165	AT3G26165	CYP71B18	3:9570417-9571979	GL_12h_control	HL_12h_treatment	OK	4.44557	1.44184	-1.62445	-4.41072	5e-05	0.000354903	yes
AT3G26170	AT3G26170	CYP71B19	3:9573359-9575148	GL_12h_control	HL_12h_treatment	OK	0.540772	1.24677	1.20511	2.4204	0.0023	0.0107202	yes
AT3G26180	AT3G26180	CYP71B20	3:9578216-9580086	GL_12h_control	HL_12h_treatment	OK	16.2515	6.85709	-1.2449	-4.93397	5e-05	0.000354903	yes
AT3G26190	AT3G26190	CYP71B21	3:9583464-9585109	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT3G26200	AT3G26200	CYP71B22	3:9589281-9591179	GL_12h_control	HL_12h_treatment	OK	2.26678	0.0581759	-5.28408	-5.0275	0.0116	0.042005	yes
AT3G26210	AT3G26210	CYP71B23	3:9593131-9595243	GL_12h_control	HL_12h_treatment	OK	6.93598	6.03295	-0.201237	-0.759892	0.2823	0.47817	no
AT3G26220	AT3G26220	CYP71B3	3:9596076-9597833	GL_12h_control	HL_12h_treatment	OK	1.50313	0.926847	-0.697563	-1.60174	0.0265	0.0817785	no
AT3G26230	AT3G26230	CYP71B24	3:9598004-9599959	GL_12h_control	HL_12h_treatment	OK	4.4158	1.7074	-1.37088	-4.14611	5e-05	0.000354903	yes
AT3G26235	AT3G26235	AT3G26235	3:9602004-9602773	GL_12h_control	HL_12h_treatment	OK	0.493249	0.18861	-1.38691	-0.928621	0.1705	0.338349	no
AT3G26240	AT3G26240	AT3G26240	3:9603888-9607192	GL_12h_control	HL_12h_treatment	OK	4.72167	3.59003	-0.395303	-1.56499	0.0255	0.0793967	no
AT3G26250	AT3G26250	AT3G26250	3:9611695-9613168	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT3G26260	AT3G26260	AT3G26260	3:9613764-9618497	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT3G26265	AT3G26265	AT3G26265	3:9620522-9624054	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT3G26270	AT3G26270	CYP71B25	3:9627561-9629200	GL_12h_control	HL_12h_treatment	NOTEST	0.0140303	0.0273153	0.961162	0	1	1	no
AT3G26280	AT3G26280	CYP71B4	3:9630199-9632009	GL_12h_control	HL_12h_treatment	OK	19.8071	8.70597	-1.18594	-4.90614	5e-05	0.000354903	yes
AT3G26290	AT3G26290	CYP71B26	3:9632681-9634470	GL_12h_control	HL_12h_treatment	OK	20.9727	15.624	-0.42475	-1.81702	0.00925	0.0346771	yes
AT3G26295	AT3G26295	CYP71B33	3:9636700-9638348	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT3G26300	AT3G26300	CYP71B34	3:9639198-9640866	GL_12h_control	HL_12h_treatment	OK	23.8124	19.241	-0.307533	-1.32569	0.0585	0.15268	no
AT3G26310	AT3G26310	CYP71B35	3:9641088-9642779	GL_12h_control	HL_12h_treatment	OK	7.2146	6.81447	-0.0823164	-0.306452	0.66575	0.810754	no
AT3G26320	AT3G26320	CYP71B36	3:9644382-9646064	GL_12h_control	HL_12h_treatment	OK	3.18219	0.867076	-1.87579	-4.43789	5e-05	0.000354903	yes
AT3G26330	AT3G26330	CYP71B37	3:9646804-9648584	GL_12h_control	HL_12h_treatment	OK	8.45261	3.65969	-1.20767	-4.29086	5e-05	0.000354903	yes
AT3G26340	AT3G26340	PBE2	3:9650416-9652897	GL_12h_control	HL_12h_treatment	OK	19.5076	60.205	1.62585	6.96819	5e-05	0.000354903	yes
AT3G26350	AT3G26350	AT3G26350	3:9653659-9654730	GL_12h_control	HL_12h_treatment	OK	0.852192	1.06932	0.327443	0.580738	0.42055	0.617289	no
AT3G26360	AT3G26360	AT3G26360	3:9655656-9656545	GL_12h_control	HL_12h_treatment	OK	31.016	32.9644	0.0878961	0.360953	0.60515	0.766376	no
AT3G26370	AT3G26370	AT3G26370	3:9656743-9659935	GL_12h_control	HL_12h_treatment	OK	20.7756	17.4112	-0.254875	-1.11296	0.1149	0.253998	no
AT3G26380	AT3G26380	AT3G26380	3:9660064-9663298	GL_12h_control	HL_12h_treatment	OK	12.1313	15.8597	0.386639	1.66349	0.01875	0.0620046	no
AT3G26390	AT3G26390	AT3G26390	3:9663449-9663950	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT3G26400	AT3G26400	EIF4B1	3:9666615-9669162	GL_12h_control	HL_12h_treatment	OK	17.5454	21.5425	0.296095	1.2798	0.0665	0.16801	no
AT3G26410	AT3G26410	TRM11	3:9669415-9671348	GL_12h_control	HL_12h_treatment	OK	7.06992	9.2684	0.390625	1.51508	0.0318	0.0947063	no
AT3G26420	AT3G26420	RZ1A	3:9671516-9676005	GL_12h_control	HL_12h_treatment	OK	13.6146	13.3875	-0.0242611	-0.0718167	0.92145	0.96362	no
AT3G26430	AT3G26430	AT3G26430	3:9671516-9676005	GL_12h_control	HL_12h_treatment	OK	14.2419	17.6991	0.313539	1.03803	0.13885	0.291497	no
AT3G26440	AT3G26440	AT3G26440	3:9676563-9679900	GL_12h_control	HL_12h_treatment	OK	16.6265	15.2583	-0.12389	-0.523052	0.45635	0.649164	no
AT3G26445	AT3G26445	AT3G26445	3:9680119-9680746	GL_12h_control	HL_12h_treatment	OK	10.1286	6.06248	-0.740455	-1.506	0.036	0.104643	no
AT3G26450	AT3G26450	AT3G26450	3:9681297-9683434	GL_12h_control	HL_12h_treatment	OK	167.603	83.6815	-1.00207	-4.44652	5e-05	0.000354903	yes
AT3G26460	AT3G26460	AT3G26460	3:9683872-9684657	GL_12h_control	HL_12h_treatment	OK	24.3142	10.5564	-1.20369	-4.26586	5e-05	0.000354903	yes
AT3G26470	AT3G26470	AT3G26470	3:9686097-9690827	GL_12h_control	HL_12h_treatment	OK	12.7743	21.9809	0.783005	3.17079	5e-05	0.000354903	yes
AT3G26480	AT3G26480	AT3G26480	3:9686097-9690827	GL_12h_control	HL_12h_treatment	OK	0.770325	0.880909	0.193525	0.20861	0.77115	0.879852	no
AT3G26483	AT3G26483	AT3G26483	3:9692368-9697032	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT3G26486	AT3G26486	AT3G26486	3:9697582-9697898	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT3G26490	AT3G26490	AT3G26490	3:9704141-9706161	GL_12h_control	HL_12h_treatment	OK	3.83467	2.28264	-0.748398	-2.35246	0.00115	0.00590213	yes
AT3G26500	AT3G26500	PIRL2	3:9708108-9709964	GL_12h_control	HL_12h_treatment	OK	3.84198	3.60835	-0.0905075	-0.291922	0.6792	0.820326	no
AT3G26510	AT3G26510	AT3G26510	3:9710336-9712660	GL_12h_control	HL_12h_treatment	OK	37.4035	21.4826	-0.800001	-3.3613	5e-05	0.000354903	yes
AT3G26511	AT3G26511	AT3G26511	3:9713087-9713186	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT3G26520	AT3G26520	TIP1-2	3:9722442-9723815	GL_12h_control	HL_12h_treatment	OK	908.394	423.126	-1.10223	-4.19948	5e-05	0.000354903	yes
AT3G26525	AT3G26525	AT3G26525	3:9725746-9729098	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT3G26530	AT3G26530	AT3G26530	3:9731099-9735541	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT3G26539	AT3G26539	AT3G26539	3:9743728-9743842	GL_12h_control	HL_12h_treatment	OK	23.9684	46.4318	0.95398	0.645845	0.3694	0.569573	no
AT3G26540	AT3G26540	PCMP-A5	3:9744541-9746644	GL_12h_control	HL_12h_treatment	OK	2.75615	2.88126	0.0640498	0.211736	0.7635	0.875244	no
AT3G26550	AT3G26550	AT3G26550	3:9746894-9749046	GL_12h_control	HL_12h_treatment	OK	0.836901	0.751266	-0.155734	-0.351914	0.6273	0.782619	no
AT3G26560	AT3G26560	AT3G26560	3:9749903-9753772	GL_12h_control	HL_12h_treatment	OK	20.7858	20.2346	-0.0387742	-0.172524	0.8051	0.899928	no
AT3G26570	AT3G26570	PHT2-1	3:9756190-9758633	GL_12h_control	HL_12h_treatment	OK	216.3	162.556	-0.412102	-1.72132	0.0141	0.0492393	yes
AT3G26580	AT3G26580	AT3G26580	3:9758886-9760544	GL_12h_control	HL_12h_treatment	OK	57.9666	54.8599	-0.0794689	-0.353363	0.6156	0.774111	no
AT3G26590	AT3G26590	AT3G26590	3:9761699-9765315	GL_12h_control	HL_12h_treatment	OK	16.8537	17.8035	0.0790985	0.34084	0.6255	0.781232	no
AT3G26600	AT3G26600	ARO4	3:9769743-9772035	GL_12h_control	HL_12h_treatment	OK	6.92978	9.44419	0.446616	1.83458	0.00865	0.0328098	yes
AT3G26605	AT3G26605	AT3G26605	3:9773017-9773500	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT3G26610	AT3G26610	AT3G26610	3:9776959-9780499	GL_12h_control	HL_12h_treatment	OK	1.90014	0.947343	-1.00415	-2.42898	0.00155	0.00760925	yes
AT3G26612	AT3G26612	AT3G26612	3:9781982-9783412	GL_12h_control	HL_12h_treatment	OK	3.50002	4.05225	0.211363	0.572181	0.4193	0.615999	no
AT3G26614	AT3G26614	AT3G26614	3:9784889-9787571	GL_12h_control	HL_12h_treatment	NOTEST	0.0612136	0.169559	1.46986	0	1	1	no
AT3G26616	AT3G26616	AT3G26616	3:9787573-9788141	GL_12h_control	HL_12h_treatment	NOTEST	0.341797	0.331615	-0.04363	0	1	1	no
AT3G26618	AT3G26618	ERF1-3	3:9788604-9790351	GL_12h_control	HL_12h_treatment	OK	22.3765	20.3075	-0.139974	-0.606659	0.38695	0.585336	no
AT3G26630	AT3G26630	PCMP-A6	3:9791370-9792985	GL_12h_control	HL_12h_treatment	OK	14.2025	19.8743	0.484763	2.06213	0.0032	0.0141885	yes
AT3G26640	AT3G26640	LWD2	3:9793219-9794457	GL_12h_control	HL_12h_treatment	OK	9.51504	9.89955	0.0571522	0.217545	0.7575	0.871608	no
AT3G26650	AT3G26650	GAPA1	3:9795070-9797045	GL_12h_control	HL_12h_treatment	OK	1795.82	1275.9	-0.493126	-1.36102	0.0528	0.141116	no
AT3G26660	AT3G26660	LBD24	3:9797128-9797620	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT3G26670	AT3G26670	AT3G26670	3:9797985-9801169	GL_12h_control	HL_12h_treatment	OK	20.0809	18.283	-0.135326	-0.588005	0.4037	0.601521	no
AT3G26680	AT3G26680	SNM1	3:9801213-9805715	GL_12h_control	HL_12h_treatment	OK	6.57692	5.23828	-0.32832	-0.846338	0.22605	0.413406	no
AT3G26690	AT3G26690	NUDT13	3:9801213-9805715	GL_12h_control	HL_12h_treatment	OK	16.4779	20.8938	0.342547	1.13962	0.1029	0.23355	no
AT3G26700	AT3G26700	AT3G26700	3:9809949-9812664	GL_12h_control	HL_12h_treatment	OK	7.48065	4.24233	-0.818309	-3.09189	5e-05	0.000354903	yes
AT3G26710	AT3G26710	CCB1	3:9813370-9814750	GL_12h_control	HL_12h_treatment	OK	122.284	130.52	0.0940356	0.416513	0.5528	0.727367	no
AT3G26720	AT3G26720	AT3G26720	3:9816580-9823186	GL_12h_control	HL_12h_treatment	OK	21.9629	15.2677	-0.524587	-2.32582	0.00085	0.0045306	yes
AT3G26730	AT3G26730	AT3G26730	3:9823684-9827438	GL_12h_control	HL_12h_treatment	OK	33.3592	32.1799	-0.051925	-0.231435	0.7403	0.861002	no
AT3G26740	AT3G26740	CCL	3:9827800-9828680	GL_12h_control	HL_12h_treatment	OK	263.717	73.4646	-1.84387	-8.11011	5e-05	0.000354903	yes
AT3G26744	AT3G26744	SCRM	3:9832688-9835247	GL_12h_control	HL_12h_treatment	OK	28.7257	29.5659	0.0415947	0.183847	0.7913	0.892504	no
AT3G26747	AT3G26747	AT3G26747	3:9839183-9839257	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT3G26750	AT3G26750	AT3G26750	3:9839975-9842079	GL_12h_control	HL_12h_treatment	OK	2.11534	2.21887	0.0689376	0.21143	0.76555	0.876197	no
AT3G26760	AT3G26760	AT3G26760	3:9843590-9845176	GL_12h_control	HL_12h_treatment	OK	3.51715	2.98813	-0.235164	-0.677451	0.34495	0.546202	no
AT3G26770	AT3G26770	AT3G26770	3:9845395-9847148	GL_12h_control	HL_12h_treatment	OK	5.7038	6.4049	0.167252	0.551479	0.43365	0.629408	no
AT3G26780	AT3G26780	AT3G26780	3:9847231-9850472	GL_12h_control	HL_12h_treatment	OK	39.712	32.5148	-0.288479	-1.27671	0.06755	0.170125	no
AT3G26782	AT3G26782	PCMP-H34	3:9850569-9852864	GL_12h_control	HL_12h_treatment	OK	2.59343	3.51576	0.438977	1.48503	0.03625	0.1052	no
AT3G26790	AT3G26790	FUS3	3:9853827-9855989	GL_12h_control	HL_12h_treatment	NOTEST	0.0161776	0.140293	3.11638	0	1	1	no
AT3G26800	AT3G26800	AT3G26800	3:9862172-9862778	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT3G26805	AT3G26805	AT3G26805	3:9863073-9863900	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT3G26810	AT3G26810	AFB2	3:9867844-9870640	GL_12h_control	HL_12h_treatment	OK	26.5386	20.1844	-0.394852	-1.75021	0.01405	0.0491044	yes
AT3G26812	AT3G26812	MIR169I	3:9871959-9872165	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT3G26813	AT3G26813	MIR169J	3:9872332-9872553	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT3G26815	AT3G26815	MIR169K	3:9875524-9875737	GL_12h_control	HL_12h_treatment	OK	1.63184	0.54644	-1.57836	-1.79107	0.45065	0.643602	no
AT3G26819	AT3G26819	MIR169N	3:9878539-9878754	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT3G26820	AT3G26820	AT3G26820	3:9881127-9885067	GL_12h_control	HL_12h_treatment	OK	0.111324	0.898	3.01195	3.68771	0.00105	0.00546958	yes
AT3G26830	AT3G26830	CYP71B15	3:9887947-9889705	GL_12h_control	HL_12h_treatment	OK	4.85747	23.079	2.2483	8.59238	5e-05	0.000354903	yes
AT3G26840	AT3G26840	AT3G26840	3:9892793-9898006	GL_12h_control	HL_12h_treatment	OK	3.64943	19.6953	2.43211	7.8004	5e-05	0.000354903	yes
AT3G26850	AT3G26850	AT3G26850	3:9892793-9898006	GL_12h_control	HL_12h_treatment	OK	8.17024	8.58886	0.0720875	0.155736	0.8026	0.898717	no
AT3G26860	AT3G26860	AT3G26860	3:9901515-9901884	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT3G26870	AT3G26870	AT3G26870	3:9903287-9903680	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT3G26872	AT3G26872	AT3G26872	3:9904306-9904684	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT3G26880	AT3G26880	AT3G26880	3:9906333-9906735	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT3G26890	AT3G26890	AT3G26890	3:9907233-9914514	GL_12h_control	HL_12h_treatment	OK	17.4423	15.0761	-0.210324	-0.597158	0.4013	0.599311	no
AT3G26900	AT3G26900	SKL1	3:9907233-9914514	GL_12h_control	HL_12h_treatment	OK	68.435	60.4258	-0.17957	-0.607616	0.39085	0.588964	no
AT3G26910	AT3G26910	AT3G26910	3:9915110-9918784	GL_12h_control	HL_12h_treatment	OK	7.38308	10.9301	0.566007	2.35726	0.0011	0.0056861	yes
AT3G26920	AT3G26920	AT3G26920	3:9920434-9922612	GL_12h_control	HL_12h_treatment	OK	6.53012	5.55539	-0.233221	-0.872336	0.2159	0.401135	no
AT3G26922	AT3G26922	AT3G26922	3:9922798-9924615	GL_12h_control	HL_12h_treatment	OK	1.99217	2.19646	0.140841	0.391668	0.5783	0.7472	no
AT3G26930	AT3G26930	AT3G26930	3:9925753-9927393	GL_12h_control	HL_12h_treatment	NOTEST	0.0304608	0.0591067	0.95637	0	1	1	no
AT3G26932	AT3G26932	DRB3	3:9930269-9932120	GL_12h_control	HL_12h_treatment	OK	11.5416	7.71053	-0.581946	-2.28047	0.0015	0.0073907	yes
AT3G26935	AT3G26935	PAT07	3:9932599-9935499	GL_12h_control	HL_12h_treatment	OK	24.0117	22.1646	-0.115479	-0.509609	0.4665	0.65779	no
AT3G26950	AT3G26950	AT3G26950	3:9941137-9943480	GL_12h_control	HL_12h_treatment	OK	19.494	18.2031	-0.0988467	-0.428465	0.55315	0.727605	no
AT3G26960	AT3G26960	AT3G26960	3:9944667-9945579	GL_12h_control	HL_12h_treatment	OK	6.78348	20.1911	1.57362	5.42144	5e-05	0.000354903	yes
AT3G26980	AT3G26980	MUB4	3:9946165-9948040	GL_12h_control	HL_12h_treatment	OK	17.0182	22.4233	0.397921	1.61646	0.0222	0.0708083	no
AT3G26990	AT3G26990	AT3G26990	3:9948222-9952041	GL_12h_control	HL_12h_treatment	OK	8.034	8.13316	0.0176975	0.0712488	0.921	0.963499	no
AT3G27000	AT3G27000	ARP2	3:9952562-9955941	GL_12h_control	HL_12h_treatment	OK	5.33382	6.29136	0.238203	0.85978	0.2129	0.396997	no
AT3G27010	AT3G27010	TCP20	3:9957375-9958898	GL_12h_control	HL_12h_treatment	OK	6.25155	8.51528	0.445839	1.65345	0.0179	0.0597618	no
AT3G27020	AT3G27020	YSL6	3:9961318-9964597	GL_12h_control	HL_12h_treatment	OK	29.0753	16.5478	-0.813158	-3.58631	5e-05	0.000354903	yes
AT3G27025	AT3G27025	AT3G27025	3:9969704-9971268	GL_12h_control	HL_12h_treatment	OK	0.193721	2.43853	3.65396	4.43402	0.0005	0.00284203	yes
AT3G27027	AT3G27027	AT3G27027	3:9971920-9972130	GL_12h_control	HL_12h_treatment	OK	10.8766	16.6054	0.610425	0.841804	0.225	0.41201	no
AT3G27030	AT3G27030	AT3G27030	3:9972507-9974225	GL_12h_control	HL_12h_treatment	OK	21.2518	21.0046	-0.0168772	-0.0536487	0.9399	0.972459	no
AT3G27040	AT3G27040	AT3G27040	3:9974911-9977927	GL_12h_control	HL_12h_treatment	NOTEST	0.17377	0.0421483	-2.04363	0	1	1	no
AT3G27050	AT3G27050	AT3G27050	3:9978094-9979699	GL_12h_control	HL_12h_treatment	OK	48.0951	44.2291	-0.120895	-0.521409	0.4556	0.648354	no
AT3G27060	AT3G27060	TSO2	3:9979865-9981295	GL_12h_control	HL_12h_treatment	OK	105.971	108.352	0.0320591	0.141788	0.8358	0.917555	no
AT3G27070	AT3G27070	TOM20-1	3:9982986-9984744	GL_12h_control	HL_12h_treatment	OK	1.29646	2.4776	0.934366	1.78515	0.0127	0.045214	yes
AT3G27080	AT3G27080	TOM20-3	3:9985078-9986629	GL_12h_control	HL_12h_treatment	OK	40.8842	42.3669	0.0513951	0.219775	0.75085	0.867241	no
AT3G27090	AT3G27090	AT3G27090	3:9989539-9991826	GL_12h_control	HL_12h_treatment	OK	108.535	95.5497	-0.183836	-0.81363	0.2439	0.434592	no
AT3G27095	AT3G27095	AT3G27095	3:9991971-9994181	GL_12h_control	HL_12h_treatment	NOTEST	0.169952	0.0733651	-1.21196	0	1	1	no
AT3G27100	AT3G27100	SUS1	3:9994544-9996025	GL_12h_control	HL_12h_treatment	OK	19.9765	21.4918	0.105483	0.394898	0.56835	0.73975	no
AT3G27110	AT3G27110	AT3G27110	3:9997894-10004281	GL_12h_control	HL_12h_treatment	OK	21.3945	48.1077	1.16903	4.74551	5e-05	0.000354903	yes
AT3G27120	AT3G27120	AT3G27120	3:9997894-10004281	GL_12h_control	HL_12h_treatment	OK	3.01882	4.00893	0.409229	0.594156	0.39985	0.597882	no
AT3G27130	AT3G27130	AT3G27130	3:9997894-10004281	GL_12h_control	HL_12h_treatment	OK	1.22945	1.45775	0.245736	0.152394	0.82395	0.910991	no
AT3G27140	AT3G27140	AT3G27140	3:10006890-10008174	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT3G27150	AT3G27150	AT3G27150	3:10009441-10011641	GL_12h_control	HL_12h_treatment	OK	6.5449	7.29088	0.155722	0.590622	0.3941	0.592522	no
AT3G27160	AT3G27160	GHS1	3:10017475-10019090	GL_12h_control	HL_12h_treatment	OK	519.594	438.107	-0.246103	-1.03987	0.13375	0.283383	no
AT3G27170	AT3G27170	CLC-B	3:10024016-10030069	GL_12h_control	HL_12h_treatment	OK	16.3492	23.7666	0.539715	1.82462	0.00815	0.0312373	yes
AT3G27180	AT3G27180	AT3G27180	3:10024016-10030069	GL_12h_control	HL_12h_treatment	OK	19.053	25.0393	0.394181	1.1406	0.1069	0.240478	no
AT3G27190	AT3G27190	UKL2	3:10039233-10043066	GL_12h_control	HL_12h_treatment	OK	17.585	11.0566	-0.669437	-2.84031	0.0001	0.000672203	yes
AT3G27200	AT3G27200	AT3G27200	3:10043521-10044373	GL_12h_control	HL_12h_treatment	OK	16.766	23.6409	0.495752	1.92272	0.00615	0.0246675	yes
AT3G27210	AT3G27210	Y-2	3:10045185-10047343	GL_12h_control	HL_12h_treatment	OK	13.4283	12.0977	-0.150542	-0.585115	0.402	0.599941	no
AT3G27220	AT3G27220	AT3G27220	3:10051611-10053678	GL_12h_control	HL_12h_treatment	OK	8.73755	7.22892	-0.273449	-1.04334	0.13545	0.286198	no
AT3G27230	AT3G27230	AT3G27230	3:10053928-10055695	GL_12h_control	HL_12h_treatment	OK	29.6031	26.9075	-0.137743	-0.60645	0.37955	0.578606	no
AT3G27240	AT3G27240	CYC11	3:10055788-10058716	GL_12h_control	HL_12h_treatment	OK	108.653	139.211	0.35754	1.57526	0.0267	0.082278	no
AT3G27250	AT3G27250	AT3G27250	3:10061544-10062731	GL_12h_control	HL_12h_treatment	OK	1.48669	23.4056	3.97668	10.9248	5e-05	0.000354903	yes
AT3G27260	AT3G27260	GTE8	3:10067528-10072672	GL_12h_control	HL_12h_treatment	OK	19.6438	27.3879	0.479467	2.13269	0.00255	0.0117134	yes
AT3G27270	AT3G27270	AT3G27270	3:10073279-10074160	GL_12h_control	HL_12h_treatment	OK	5.79983	6.41212	0.144792	0.444991	0.53	0.709264	no
AT3G27280	AT3G27280	PHB4	3:10076818-10078820	GL_12h_control	HL_12h_treatment	OK	27.4745	45.5901	0.730628	3.20832	5e-05	0.000354903	yes
AT3G27283	AT3G27283	AT3G27283	3:10076818-10078820	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT3G27290	AT3G27290	AT3G27290	3:10079559-10081533	GL_12h_control	HL_12h_treatment	OK	0.952407	0.945435	-0.0106004	-0.0241267	0.97765	0.988696	no
AT3G27300	AT3G27300	ACG9	3:10083048-10086696	GL_12h_control	HL_12h_treatment	OK	34.8965	36.3153	0.057495	0.255529	0.71825	0.847512	no
AT3G27310	AT3G27310	PUX1	3:10087200-10089101	GL_12h_control	HL_12h_treatment	OK	28.4024	28.3778	-0.00125277	-0.00527019	0.9961	0.997163	no
AT3G27320	AT3G27320	CXE11	3:10090064-10092791	GL_12h_control	HL_12h_treatment	OK	11.8633	10.8207	-0.132719	-0.555147	0.43355	0.629305	no
AT3G27321	AT3G27321	AT3G27321	3:10092858-10093129	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT3G27325	AT3G27325	AT3G27325	3:10095088-10102229	GL_12h_control	HL_12h_treatment	OK	12.8195	11.425	-0.166143	-0.724759	0.3046	0.502911	no
AT3G27327	AT3G27327	AT3G27327	3:10106738-10110813	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT3G27328	AT3G27328	AT3G27328	3:10111641-10111794	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT3G27329	AT3G27329	AT3G27329	3:10114191-10114560	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT3G27330	AT3G27330	AT3G27330	3:10116949-10120645	GL_12h_control	HL_12h_treatment	OK	2.31805	2.73108	0.23656	0.825014	0.24075	0.430937	no
AT3G27331	AT3G27331	AT3G27331	3:10115540-10116278	GL_12h_control	HL_12h_treatment	NOTEST	0	0	0	0	1	1	no
AT3G27340	AT3G27340	AT3G27340	3:10121233-10122951	GL_12h_control	HL_12h_treatment	OK	26.4956	23.8367	-0.152572	-0.596197	0.3954	0.59383	no
